ad_description,ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,condition,construct_date,energetic_certif,floor,garage,garden,ground_size,heating,house_id,house_type,kitchen,lift,loc_city,loc_district,loc_full,loc_neigh,loc_street,loc_zone,m2_real,m2_useful,obtention_date,orientation,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,unfurnished
,más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/para reformar,,no indicado,1 planta,,0,,,35265135, Casa de pueblo,,,Sanlucar de Guadiana,"Calle Danzadores, 18"," Calle Danzadores, 18 , Sanlucar de Guadiana , El Andévalo, Huelva ",,,"El Andévalo, Huelva",100,,2019-04-13,,36000,0,2,0,0,0,
,más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,en trámite,2 plantas,plaza de garaje incluida en el precio,0,,,38389069, Chalet adosado,,,El Almendro,"Calle Era de Tejada, 4"," Calle Era de Tejada, 4 , El Almendro , El Andévalo, Huelva ",,,"El Andévalo, Huelva",110,,2019-04-13,,79000,0,3,0,0,1,
,más de 5 meses sin actualizar,1,0,2,1,0,segunda mano/buen estado,,no indicado,planta 1ª exterior,,0,,,81217118,Piso,,0,Villanueva de los Castillejos,"Calle Lepe, 82 - 1ºD"," Calle Lepe, 82 - 1ºD , Villanueva de los Castillejos , El Andévalo, Huelva ",,,"El Andévalo, Huelva",99,,2019-04-13,,60000,0,3,1,0,1,
,más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,no indicado,planta 2ª exterior,,0,,,35072254,Piso,,0,Minas de Riotinto,"Barrio la Naya, 9"," Barrio la Naya, 9 , Minas de Riotinto , El Andévalo, Huelva ",,,"El Andévalo, Huelva",70,,2019-04-13,,60000,0,3,0,0,0,
,más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,en trámite,,plaza de garaje incluida en el precio,0,,,31252552, Chalet adosado,,,Zalamea la Real,"rocio, 57"," rocio, 57 , Zalamea la Real , El Andévalo, Huelva ",,,"El Andévalo, Huelva",170,,2019-04-13,,90000,0,3,0,0,0,
,más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,en trámite,,,0,,,29514376, Casa de pueblo,,,Puebla de Guzman,"Larga, 62"," Larga, 62 , Puebla de Guzman , El Andévalo, Huelva ",,,"El Andévalo, Huelva",200,,2019-04-13,,160000,0,sin habitación,0,0,0,
,más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/para reformar,,no indicado,,,0,,,81378864, Casa de pueblo,,,Nerva,"Calle Cirujeda, 2"," Calle Cirujeda, 2 , Nerva , El Andévalo, Huelva ",,,"El Andévalo, Huelva",60,,2019-04-13,,25000,0,2,0,0,0,
"Casa para REFORMAR, posible ampliación de la casa haciéndola a 2 alturas, o ampliarla porque da a 2 calles delante y detrás, muchas posibilidades. MEJOR VER. Ideal para CASA RURAL.",más de 5 meses sin actualizar,0,0,1,0,1,segunda mano/para reformar,,en trámite,1 planta,,0,,,38370901, Casa de pueblo,,,Calañas,"Calle Luna, 3"," Calle Luna, 3 , Calañas , El Andévalo, Huelva ",,,"El Andévalo, Huelva",90,,2019-04-13,,14000,0,2,0,0,0,
"Vivienda a una sola planta, muy cómoda, preparada para edificar una planta superior.",más de 5 meses sin actualizar,0,0,2,1,0,segunda mano/buen estado,,no indicado,1 planta,,0,,,28424728, Chalet pareado,,,El Campillo,"Concha Espina, 48"," Concha Espina, 48 , El Campillo , El Andévalo, Huelva ",,,"El Andévalo, Huelva",80,80,2019-04-13,norte,119000,0,3,1,0,0,
"Casa totalmente reformada hace 10 años, tres habitaciones, recibidor, salón comedor, cocina, cuarto de baño, amueblada, con un gran patio con pozo de agua propio y garaje. zona muy tranquila, precio negociable.",más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,no indicado,,plaza de garaje incluida en el precio,0,,,32198066, Casa de pueblo,,,Nerva,"Calle benito pérez galdós, 6"," Calle benito pérez galdós, 6 , Nerva , El Andévalo, Huelva ",,,"El Andévalo, Huelva",180,,2019-04-13,,80000,0,3,0,0,0,
140 metros vivienda mas 140 metros de sotano garaje aparte 60 metros cuadrados también con sotano y 900 metros parcela urbanizada completamente.,más de 5 meses sin actualizar,1,0,1,0,0,segunda mano/buen estado,,en trámite,1 planta,plaza de garaje incluida en el precio,1,,,38469739, Casa o chalet independiente,,,Minas de Riotinto,"Calle Filón Norte, 6"," Calle Filón Norte, 6 , Minas de Riotinto , El Andévalo, Huelva ",,,"El Andévalo, Huelva",900,140,2019-04-13,sur,185000,0,3,1,0,1,
"Casa adosada, 4 habitacines, cocina completa, 1 aseo completo, 2 armarios empotrados, chimenea, Azotea, cuarto lavadero, Lavadora, Aire acondicionado.",más de 5 meses sin actualizar,1,0,1,1,0,segunda mano/buen estado,,no indicado,1 planta,plaza de garaje incluida en el precio,0,,,27941801, Chalet adosado,,,Nerva,"Calle Augusto, 49"," Calle Augusto, 49 , Nerva , El Andévalo, Huelva ",,,"El Andévalo, Huelva",127,90,2019-04-13,sur,93000,0,4,0,0,1,
"Vivienda que cuenta con todas las comodidades necesarias en dos plantas. Primera planta dividida en dos habitaciones con armarios empotrados, salón con despensa (desde el que se accede al patio trasero), cocina totalmente equipada y baño completo. Segunda planta compuesta por: dos habitaciones, salón, baño completo y terraza. Dispone de un gran patio trasero con pozo y diversas dependencias.",más de 5 meses sin actualizar,1,1,2,1,0,segunda mano/buen estado,,no indicado,2 plantas,,0,,no dispone de calefacción,82464564, Casa de pueblo,,,Cabezas Rubias,"Calle Doctor Macias, 1"," Calle Doctor Macias, 1 , Cabezas Rubias , El Andévalo, Huelva ",,,"El Andévalo, Huelva",170,,2019-04-13,,115000,1,4,1,0,0,
,más de 5 meses sin actualizar,0,0,1,1,0,segunda mano/buen estado,,inmueble exento,2 plantas,plaza de garaje incluida en el precio,1,,,39505472, Chalet adosado,,,Villanueva de los Castillejos,"Calle El Granado, 25"," Calle El Granado, 25 , Villanueva de los Castillejos , El Andévalo, Huelva ",,,"El Andévalo, Huelva",150,95,2019-04-13,oeste,65000,0,5,0,1,1,
,más de 5 meses sin actualizar,1,0,1,0,0,segunda mano/buen estado,,no indicado,,,0,,,443899, Chalet adosado,,,Alosno,"Barrio de Pueblo Nuevo, 1"," Barrio de Pueblo Nuevo, 1 , Alosno , El Andévalo, Huelva ",,,"El Andévalo, Huelva",121,90,2019-04-13,,65000,0,3,1,0,1,
,más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,no indicado,2 plantas,,0,,,31459643, Casa de pueblo,,,Santa Barbara de Casa,"barriada nueva, 20"," barriada nueva, 20 , Santa Barbara de Casa , El Andévalo, Huelva ",,,"El Andévalo, Huelva",90,,2019-04-13,,90000,0,3,0,0,0,
,más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,no indicado,,,0,,,341750, Casa o chalet independiente,,,Nerva,"Calle Augusto, 60"," Calle Augusto, 60 , Nerva , El Andévalo, Huelva ",,,"El Andévalo, Huelva",120,,2019-04-13,,70000,0,4,0,0,0,
,más de 5 meses sin actualizar,1,0,2,1,0,segunda mano/buen estado,,no indicado,2 plantas,,0,,,37880223, Casa de pueblo,,,Minas de Riotinto,"Calle Santa Barbara, 38"," Calle Santa Barbara, 38 , Minas de Riotinto , El Andévalo, Huelva ",,,"El Andévalo, Huelva",110,,2019-04-13,norte,45000,0,3,1,0,1,
,más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 1ª exterior,,0,,,40161481,Piso,,0,Valverde del Camino,"Calle Cabecillo de Martín Sánchez, 7 A"," Calle Cabecillo de Martín Sánchez, 7 A , Valverde del Camino , El Andévalo, Huelva ",,,"El Andévalo, Huelva",105,,2019-04-13,,49900,0,3,0,0,0,
,más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,no indicado,bajo exterior,,0,,,81149608,Piso,,0,Valverde del Camino,"Calle Carpinteros, 11"," Calle Carpinteros, 11 , Valverde del Camino , El Andévalo, Huelva ",,,"El Andévalo, Huelva",92,,2019-04-13,,59000,0,3,0,0,1,
,más de 5 meses sin actualizar,0,0,3,0,0,segunda mano/buen estado,,no indicado,,plaza de garaje incluida en el precio,1,,,82029644, Casa o chalet independiente,,,El Campillo,"Pozo Guillermo, 26"," Pozo Guillermo, 26 , El Campillo , El Andévalo, Huelva ",,,"El Andévalo, Huelva",1060,,2019-04-13,,160000,0,5,1,0,1,
,más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,no indicado,,,0,,,82140803, Chalet adosado,,,Minas de Riotinto,"Calle Manuel de Falla, 11"," Calle Manuel de Falla, 11 , Minas de Riotinto , El Andévalo, Huelva ",,,"El Andévalo, Huelva",70,,2019-04-13,,35000,0,3,0,0,0,
,más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,no indicado,planta 1ª exterior,,0,,,82342845,Piso,,0,Zalamea la Real,"Calle San Vicente, 2"," Calle San Vicente, 2 , Zalamea la Real , El Andévalo, Huelva ",,,"El Andévalo, Huelva",70,,2019-04-13,,60000,0,2,0,0,0,
,más de 5 meses sin actualizar,0,0,2,0,1,segunda mano/buen estado,,no indicado,2 plantas,plaza de garaje incluida en el precio,0,,,37842539, Casa de pueblo,,,Calañas,"Calle quemada, 37"," Calle quemada, 37 , Calañas , El Andévalo, Huelva ",,,"El Andévalo, Huelva",280,,2019-04-13,,180000,0,5,1,0,1,
"No paga comunidad, interesados pongo fotos por email tiene mas terreno para posible construcción.",más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,no indicado,bajo exterior,,0,,,306886,Piso,,0,El Campillo,"Calle Granada, 88"," Calle Granada, 88 , El Campillo , El Andévalo, Huelva ",,,"El Andévalo, Huelva",55,,2019-04-13,,50000,0,3,0,0,0,
"Magnífico piso en Minas de Riotinto (Huelva). 3 amplias habitaciones amuebladas,con armarios empotrados y un baño completo. Gran salón amueblado con televisor y,mesa de comedor, con balcón (maravillosas vistas) y sofá de 3 plazas. Cocina,completamente amueblada con lavadora, horno, microondas y frigorífico. Muy cerca del Hospital Comarcal de Riotinto y de las zonas de supermercados. Disponibilidad Julio 2013.",más de 5 meses sin actualizar,0,0,1,1,0,segunda mano/buen estado,,,planta 2ª exterior,,1,,,26419729,Dúplex,,1,Minas de Riotinto,"los Cantos, 6"," los Cantos, 6 , Minas de Riotinto , El Andévalo, Huelva ",,,"El Andévalo, Huelva",100,98,2019-04-13,sur,53000,0,3,1,0,1,
"BDA. NTRA. SEñORA DE AFRICA. Piso con dos habitaciones, comedor, cocina completa y baño. Casa completamente restaurada. Aire acondicionado con bomba de calor. Semiamueblado. 2ª Planta. Amueblado.",más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,no indicado,planta 2ª exterior,,0,,,35261072,Piso,,0,Nerva,"Barriada Nuestra Señora de Africa, 6"," Barriada Nuestra Señora de Africa, 6 , Nerva , El Andévalo, Huelva ",,,"El Andévalo, Huelva",60,,2019-04-13,,35000,0,2,0,0,0,
"Galaroza. Se vende casa en la sierra de huelva en cerro del andevalo con 4 habitaciones, 2 cuarto baño, 1 salon con chimenea y cocina totalmente equipada y casa amueblada tanto salon como dormitorios, con terraza de 100 mts cuadrado por delante y por detras otro 100 mts cuadrado el precio es negociable mejor ver no correos solo llamadas. Amueblado. Terraza.",más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,no indicado,1 planta,,0,,,35284662, Casa o chalet independiente,,,Calañas,"Calle Galaroza, 5"," Calle Galaroza, 5 , Calañas , El Andévalo, Huelva ",,,"El Andévalo, Huelva",200,,2019-04-13,,75000,0,4,0,0,0,
"Casa nueva con muebles y electrodomésticos todos nuevo, 2 patios interiores, placas solares para agua caliente.",más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,no indicado,,,0,,,35653053, Casa o chalet independiente,,,Villanueva de los Castillejos,"Calle lepe, 113"," Calle lepe, 113 , Villanueva de los Castillejos , El Andévalo, Huelva ",,,"El Andévalo, Huelva",132,120,2019-04-13,oeste,110000,0,3,0,0,0,
"Finca de 9 hectáreas, situada a 5km de Minas de Ritotinto, hospital, supermercados, colegios…,Luz (380v - 6,9 A),Tractor - pala JOHN DEERE,Varias casas de apero, gallinero y cochinera.,Casa de dos habitaciones, salón comedor, cocina independiente, cuarto de baño, amplia terraza y zona de piscina.,Agua de red y de pozos propios.,Pantano de reserva de agua.,PRECIO A CONVENIR.",más de 5 meses sin actualizar,1,0,1,0,1,segunda mano/buen estado,,no indicado,1 planta,,1,,,37704619, Casa rural,,,Minas de Riotinto,Las Delgadas s/n," Las Delgadas s/n , Minas de Riotinto , El Andévalo, Huelva ",,,"El Andévalo, Huelva",90000,,2019-04-13,,200000,0,2,0,1,1,
"Se vende casa en La Zarza, Calañas (Huelva). Pueblo típico minero entre pinares y pantanos. Tiene 3 dormitorios, 2 salones cada uno con su chimenea, cocina y baño. Aire acondicionado. Terraza exterior con barbacoa. Totalmente amueblado y lista para habitar, no hay que hacerle nada.",más de 5 meses sin actualizar,1,0,1,0,0,segunda mano/buen estado,,,,,0,,,28656180, Casa o chalet independiente,,,Calañas,"Zaragoza, 9"," Zaragoza, 9 , Calañas , El Andévalo, Huelva ",,,"El Andévalo, Huelva",100,,2019-04-13,,72000,0,3,0,0,1,
"Se vende casa en Riotinto, 3 dormitorios, 1 cocina, 1 salón, 1 baño, pequeño patio, buhardilla.,Urge vender por eso tiene buen precio. Amueblado. Trastero.",más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,no indicado,,,0,,,38390291, Casa de pueblo,,,Minas de Riotinto,"Calle federico garcia lorca, 6"," Calle federico garcia lorca, 6 , Minas de Riotinto , El Andévalo, Huelva ",,,"El Andévalo, Huelva",80,,2019-04-13,,30000,0,3,0,0,0,
"Vendo casa en Sotiel Coronada con vista inmejorable. Parcela de 400 m 3 habitaciones, cuarto de baño, cocina, comedor, patio interior, 2 garages de 30 mª cada uno, jardín, y patio trasero. Todo amueblado, aire acondicionado, chimenea con casett. Garaje. Amueblado. Jardín.",más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,en trámite,1 planta,,0,,,38400402, Casa de pueblo,,,Calañas,"Calle Escorial, 5"," Calle Escorial, 5 , Calañas , El Andévalo, Huelva ",,,"El Andévalo, Huelva",100,,2019-04-13,,80000,0,3,0,0,0,
"Finca de 10 hectáreas con manantial, pozo, alberca, pantano, cochineras, huerta de dos hectáreas, árboles frutales, encinas, palmeras, placas solares, gallinero y un enclave ideal para entrar a vivir y disfrutar de la naturaleza con todas las comodidades. Reformada totalmente con techos nuevos.,Precio negociable.",más de 5 meses sin actualizar,0,0,1,1,1,segunda mano/buen estado,,inmueble exento,2 plantas,,1,,,30577977, Cortijo,,,El Cerro de Andévalo,Carretera Hv-1421 s/n," Carretera Hv-1421 s/n , El Cerro de Andévalo , El Andévalo, Huelva ",,,"El Andévalo, Huelva",100000,250,2019-04-13,,429000,0,5,1,0,1,
"esta aldea llamada las delgadas pertenece a zalamea la real. se encuentra situada entre rio tinto y nerva el inmueble esta cercano a el lago zumajo. la casa dispone de azotea de unos 15 m2 y patio de unos 35 m2 con trastero. VENTA O CAMBIO POR APARTAMENTO EN MAZAGON, MATALASCAÑA (HUELVA).",más de 5 meses sin actualizar,0,1,1,0,1,segunda mano/buen estado,,inmueble exento,2 plantas,,0,,,25607416, Casa rural,,,Zalamea la Real,Calle Resolana s/n," Calle Resolana s/n , Zalamea la Real , El Andévalo, Huelva ",,,"El Andévalo, Huelva",30,,2019-04-13,,45000,0,3,0,0,1,
"Vivienda familiar en muy buen estado. Muy luminosa y espaciosa, dispone de muy buenas calidades interiores. Plaza de garaje para dos coches y trastero muy amplio. Dos chimeneas y aire acondicionado. Patio y terraza amplias. Situación ideal en la localidad. Precio negociable.",más de 5 meses sin actualizar,1,1,2,1,0,segunda mano/buen estado,,no indicado,,plaza de garaje incluida en el precio,0,,,81214898, Casa o chalet independiente,,,Valverde del Camino,"Calle Pablo Neruda, 1"," Calle Pablo Neruda, 1 , Valverde del Camino , El Andévalo, Huelva ",,,"El Andévalo, Huelva",316,,2019-04-13,,250000,0,4,1,0,1,
"Calle julio cesar 93. Casa de una planta en calle Julio Cesar esquina con calle Leon, 3 dormitorios, 1 baño y cocina amueblada, patio con pozo y garaje.",más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/para reformar,,no indicado,,plaza de garaje incluida en el precio,0,,,81339261, Casa o chalet independiente,,,Nerva,"Calle Julio Cesar, 93"," Calle Julio Cesar, 93 , Nerva , El Andévalo, Huelva ",,,"El Andévalo, Huelva",160,,2019-04-13,sur,50000,0,3,0,0,1,
"El olivar. Se vende este piso de 103m y azotea de 85m, con salon, cocina con terraza lavadero, aseo con plato de ducha, baño completo con bañera y bidet, tres habitaciones. Todo exterior, muy luminoso, con buenas vistas, zona tranquila, facil acceso y buenas calidade. 1ª Planta. Amueblado. Terraza. CE: A+.",más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,,planta 1ª exterior,,0,,,82817244,Piso,,0,San Bartolomé de la Torre,"Calle el Olivar, 24"," Calle el Olivar, 24 , San Bartolomé de la Torre , El Andévalo, Huelva ",,,"El Andévalo, Huelva",103,,2019-04-13,,67000,0,3,0,0,0,
"Casa con entrada por dos calles, se encuentra ubicada en la Calle Santo, consta de 2 dormitorios, salón, baño, amplia cocina con chimenea, todo exterior, corral, doblado, libre de cargas, solo gente interesada, absténganse agencias inmobiliarias.",más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,,1 planta,,0,,,37981144, Casa de pueblo,,,Cabezas Rubias,"Calle Cerro, 1"," Calle Cerro, 1 , Cabezas Rubias , El Andévalo, Huelva ",,,"El Andévalo, Huelva",140,,2019-04-13,,48000,0,2,0,0,0,
,más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,,,,0,,,25595935, Casa de pueblo,,,Santa Barbara de Casa,"Calle Pozato, 13"," Calle Pozato, 13 , Santa Barbara de Casa , El Andévalo, Huelva ",,,"El Andévalo, Huelva",200,,2019-04-13,,49000,0,6,0,0,0,
,más de 5 meses sin actualizar,0,0,1,1,0,segunda mano/buen estado,1987,en trámite,bajo exterior,,0,,,81331258,Piso,,0,Minas de Riotinto,"Barrio la Naya, 6"," Barrio la Naya, 6 , Minas de Riotinto , El Andévalo, Huelva ",,,"El Andévalo, Huelva",75,,2019-04-13,"sur, oeste",35500,0,2,0,0,0,
"Estupenda vivienda tipo chalet con una gran extensión de terreno 548 m² en total; 178 m² edificados y una amplia parcela en la parte delantera de 370 m² asfaltada y con muro de cerramiento en todo el perímetro. Ideal como vivienda o muy adecuada para la construcción de un negocio por estar situada en plena zona centro de Minas de Riotinto, la rodean diversos sitios de ocio como el cine teatro, el campo de futbol o el parque municipal. Precisa reforma.",más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/para reformar,,no indicado,2 plantas,plaza de garaje incluida en el precio,0,,,29152495, Casa o chalet independiente,,,Minas de Riotinto,"Calle Orense, 6"," Calle Orense, 6 , Minas de Riotinto , El Andévalo, Huelva ",,,"El Andévalo, Huelva",548,,2019-04-13,,90000,0,3,1,0,1,
También posibilidad de negociar alquiler. 500 euros/mes.,más de 5 meses sin actualizar,0,0,2,0,1,segunda mano/buen estado,,no indicado,1 planta,,1,,,25873836, Casa rural,,,Valverde del Camino,Urb. Vistaalegre," Calle sector Sapu los Pinos s/n , Urb. Vistaalegre , Valverde del Camino , El Andévalo, Huelva ",Calle sector Sapu los Pinos s/n,,"El Andévalo, Huelva",10000,130,2019-04-13,sur,150000,0,4,1,0,1,
"Todo exterior, doblados en el tejado, semi amueblada, cocina completa con dos frigoríficos y despensa de 5 m2, tres puertas de entrada, casilla exterior, depósito de agua aparte. Vistas inmejorables.",más de 5 meses sin actualizar,1,0,2,0,0,segunda mano/buen estado,,no indicado,1 planta,plaza de garaje incluida en el precio,0,,,40066910, Casa de pueblo,,,Calañas,"Calle San Basilio, 2"," Calle San Basilio, 2 , Calañas , El Andévalo, Huelva ",,,"El Andévalo, Huelva",140,120,2019-04-13,sur,75000,0,3,1,0,1,
"Casa de pueblo céntrica pero en calle tranquila, es amplia (unos 400 mts de superficie total), con patios con trasteros, en el patio hay un pozo y tiene garaje para dos coches grandes. 5 dormitorios, 2 salas de estar, 2 baños (uno de ellos en el patio) y cocina equipada. Es muy luminosa y fresca y está en buen estado.",más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,no indicado,1 planta,plaza de garaje incluida en el precio,0,,,82561836, Casa de pueblo,,,Puebla de Guzman,"Calle Labradores, 4"," Calle Labradores, 4 , Puebla de Guzman , El Andévalo, Huelva ",,,"El Andévalo, Huelva",200,,2019-04-13,,125000,0,5,0,0,0,
Hola vendo Casa en Alosno con 400 m4 ha un anuncio de está Casa en la cual el precio está iquivocado tanto en nmuero de telefONO como en precio ya q el precio es 150.000 negociables y no 60.000 y los teléfonos son los siguientes 646268642 y 678554764 Margarita o fatima.,más de 5 meses sin actualizar,0,0,1,0,1,segunda mano/para reformar,,no indicado,1 planta,plaza de garaje incluida en el precio,1,,,37842568, Casa de pueblo,,,Alosno,"Calle perdia, 29"," Calle perdia, 29 , Alosno , El Andévalo, Huelva ",,,"El Andévalo, Huelva",400,,2019-04-13,,150000,0,4,1,0,1,
