ad_description,ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,condition,construct_date,energetic_certif,floor,garage,garden,ground_size,heating,house_id,house_type,kitchen,lift,loc_city,loc_district,loc_full,loc_neigh,loc_street,loc_zone,m2_real,m2_useful,obtention_date,orientation,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,unfurnished
"Piso semiamueblado, cocina equipada, salón comedor, tres habitaciones, baño, aseo, patio interior techado (9 m), cuarto lavadero (4,30) y garaje.,Abstenerse inmobiliarias.",más de 5 meses sin actualizar,0,0,2,1,0,segunda mano/buen estado,,no indicado,bajo exterior,plaza de garaje incluida en el precio,0,,,35107720,Piso,,1,Breña Alta,"Calle la Constitución, 23"," Calle la Constitución, 23 , Breña Alta , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",87,78,2019-04-14,,135000,0,3,0,0,0,
"Ocasión! Finca rustica en lo alto del barranco de los hombres frente a la Cruz Castillo, impresionantes vistas del valle, mejor ver!",más de 5 meses sin actualizar,0,0,sin baños,0,0,segunda mano/para reformar,,no indicado,2 plantas,,1,,,37610559, Finca rústica,,,Garafia,"Roque del Faro, Garafia s/n"," Roque del Faro, Garafia s/n , Garafia , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",1368,94,2019-04-14,"norte, sur, este, oeste",40000,0,7,0,0,0,
"Azotea,Planta baja diafana (Caben 5 coches).",más de 5 meses sin actualizar,0,0,2,0,1,segunda mano/buen estado,,en trámite,2 plantas,plaza de garaje incluida en el precio,0,,,37864965, Casa de pueblo,,,San Andrés y Sauces,"Camino La Pedrera, 25"," Camino La Pedrera, 25 , San Andrés y Sauces , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",187,,2019-04-14,,180000,0,3,0,0,1,
Un Atico tranquilo con vista al mar.,más de 5 meses sin actualizar,0,0,1,1,0,segunda mano/buen estado,,en trámite,planta 4ª interior,plaza de garaje incluida en el precio,0,,,38506871,Ático,,1,Los Llanos de Aridane,"Calle Velázquez, 2"," Calle Velázquez, 2 , Los Llanos de Aridane , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",104,,2019-04-14,oeste,138000,0,3,1,0,1,
Edificio con entrada por la Plaza echeide pero todas las ventanas y balcon dan a la Avenida el Puente. Se vende amueblado.,más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,,planta 2ª exterior,,0,,,81699812,Piso,,1,Santa Cruz de la Palma,"Avenida el Puente, 46"," Avenida el Puente, 46 , Santa Cruz de la Palma , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",120,107,2019-04-14,,160000,0,3,0,0,0,
"Casa terrera de estilo tradicional, con parcela de 300m2. Se puede vivir en ella, solo necesita reforma en tejado. Baño reformado.",más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/para reformar,,en trámite,1 planta,,1,,,82118909, Casa terrera,,,Los Llanos de Aridane,"Camino Malpaís de Triana, 14"," Camino Malpaís de Triana, 14 , Los Llanos de Aridane , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",300,90,2019-04-14,,115000,0,3,0,0,1,
"Se vende casa unifamiliar de 121 m2 y parcela de 428 m2 edificable. La vivienda está dividida en dos plantas y consta de 3 dormitorios, cocina, recibidor, salón-comedor, un baño, garaje, un estanque y gran espacio para huerto/jardín. Incluye con derecho de agua.",más de 5 meses sin actualizar,0,1,1,0,0,segunda mano/para reformar,,no indicado,2 plantas,plaza de garaje incluida en el precio,1,,no dispone de calefacción,450940, Casa o chalet independiente,,,Los Llanos de Aridane,"Calle Retamar, 45"," Calle Retamar, 45 , Los Llanos de Aridane , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",438,,2019-04-14,,140000,0,3,1,0,1,
"El pozo, 11. Se vende casa ubicada en La Villa y Puerto de Tazacorte para reformar completamente. Se encuentra en un situación excelente a 50 metros de la playa y con supermercados, restaurantes y farmacias muy próximas. La edificación actual tiene una sola planta construida sobre los años 50 con paredes de piedra de la época y distribuida en cocina, salón, dos cuartos, patio exterior. Es posible construir hasta cuatro plantas. El precio de venta inicial son 350000€. Para más información contactar con a mi correo electrónico.",más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/para reformar,,no indicado,1 planta,,0,,,81534225, Casa o chalet independiente,,,Tazacorte,"Calle el Pozo, 11"," Calle el Pozo, 11 , Tazacorte , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",100,,2019-04-14,,350000,0,2,0,0,1,
"Amplia y cómoda vivienda, con excelentes vistas al Mar, céntrica, supermercado, bancos, correos, a menos de 50 metros. Ascensor.",más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,,planta 1ª exterior,,0,,,36261493,Piso,,1,Santa Cruz de la Palma,"Plaza de la Constitución, 8"," Plaza de la Constitución, 8 , Santa Cruz de la Palma , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",209,,2019-04-14,este,200000,0,4,0,0,0,
"Piso exterior, con ascensor, plaza de garaje y completamente amueblado.",más de 5 meses sin actualizar,0,0,2,1,0,segunda mano/buen estado,,,planta 6ª exterior,plaza de garaje incluida en el precio,0,,,37791396,Piso,,1,Santa Cruz de la Palma,Urb. RESIDENCIAL LOS MOLINOS," Avenida el Puente, 66 , Urb. RESIDENCIAL LOS MOLINOS , Santa Cruz de la Palma , La Palma, Santa Cruz de Tenerife ","Avenida el Puente, 66",,"La Palma, Santa Cruz de Tenerife",111,,2019-04-14,,180000,0,3,0,0,1,
"Bonito chalet estilo rustico, muy bien cuidado con maravillosas vistas al mar.,La casa tiene salón, cocina, 4 dormitorios, 2 baños, burhardilla (todo equipado), 2 trasteros y caseta de niños - con propio pozo de agua. Plaza para 2 coches.,Terreno de 8000 m2, 2000 m2 de ellos usados ya.",más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,no indicado,,plaza de garaje incluida en el precio,1,,,38484848, Casa o chalet independiente,,,Villa de Mazo,Urb. La Sabina," La Sabina, 163 A , Urb. La Sabina , Villa de Mazo , La Palma, Santa Cruz de Tenerife ","La Sabina, 163 A",,"La Palma, Santa Cruz de Tenerife",8000,150,2019-04-14,,263000,0,4,1,0,0,
"IMPORTANTE: SUBASTA URGENTE,Es solamente una subasta y el precio es el de la primiera. Ver aqui para los datos de la subasta en Junio, 29. :,El valor real de esta finca grandiosa es 130.000 €.,Ver aqui:.",más de 5 meses sin actualizar,0,1,2,0,0,segunda mano/buen estado,,,1 planta,,1,,,81298653, Casa o chalet independiente,,,Los Llanos de Aridane,"Urb. Los Llanos, Las Martelas"," Camino Nicolás Brito País, 14 , Urb. Los Llanos, Las Martelas , Los Llanos de Aridane , La Palma, Santa Cruz de Tenerife ","Camino Nicolás Brito País, 14",,"La Palma, Santa Cruz de Tenerife",2800,,2019-04-14,"norte, sur, este, oeste",71000,0,5,1,0,1,
"En Mazo junto al aeropuerto se vende chalet de reciente construcción que consta de 204 m2 útiles y 80m2 de garaje con capacidad para 3 coches en la planta baja. Se trata de una vivienda unifamiliar con grandes espacios abiertos, jardines, piscina y barbacoa. En los dos pisos en los que se divide la vivienda, hay dos salones con cocina, cinco baños y seis habitaciones. En la parte exterior, se encuentran dos trasteros. Además, se vende también una finca de platanos de 33 celemines en plena producción que dispone de un estanque de gran capacidad y un almacén de 200m2.",más de 5 meses sin actualizar,0,0,5,0,0,segunda mano/buen estado,,,3 plantas,plaza de garaje incluida en el precio,1,,,26011071, Casa o chalet independiente,,,Villa de Mazo,Urb. Lodero," Calle Lodero, 132 , Urb. Lodero , Villa de Mazo , La Palma, Santa Cruz de Tenerife ","Calle Lodero, 132",,"La Palma, Santa Cruz de Tenerife",400,80,2019-04-14,este,330000,0,6,1,1,1,
"el piso tiene 157,00 m2. Actualmente está dividido en 2 viviendas, desde el interior hasta los suministros de agua y luz, pero la división horizontal no está formalizada, para posibilitar la opción de uso como un conjunto o para alquilar una o ambas viviendas. La vivienda 1 (de 66,40m2) da a la calle y consta de: Dormitorio doble con cama de matrimonioDormitorio doble con camas individualesCocina-Salón-ComedorBaño completo con lavamanos, retrete, bidé y plato de ducha en esquinaPatio interior de 4,34 m2 con termo a gas. La vivienda 2 (de 90,60m2) da al interior del edificio y consta de: Dormitorio doble con cama de matrimonioDormitorio doble con camas individualesCocina-SalónComedor independiente comunicado a un patio de 20,40 m2Baño completo con lavamanos, retrete, bidé y plato de ducha en esquinaPatio interior de 3,70 m2 con termo a gas. El precio de venta es de 150.000, 00 €Se puede ver sin compromiso, contactar.",más de 5 meses sin actualizar,0,0,3,0,0,segunda mano/buen estado,,,planta 1ª exterior,,0,,,31302287,Piso,,0,San Andrés y Sauces,"Calle príncipe felipe, 6"," Calle príncipe felipe, 6 , San Andrés y Sauces , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",160,157,2019-04-14,este,150000,0,8,1,0,1,
"Se venden 1900m2 de terreno constituidos por casa de 3 habitaciones, baño, cocina, salon, terraza, cuarto lavadora, azotea y cuarto aperos anexo de unos 12m2.,Se incluye además apartamento de invitados de unos 50m2 con terraza que cuenta con cocina parrilla, salon, aseo y habitación con jacuzzi a reparar.,Caminos con frutales, un cantero grande, y un cantero pequeño.,Aparcamiento propio para 4 coches.,Vallado en toda la finca,Para entrar a vivir ahora mismo o para explotar como vivienda vacacional.",más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,en trámite,1 planta,plaza de garaje incluida en el precio,1,,,82585247, Casa o chalet independiente,,,Breña Alta,Urb. SAN ISIDRO CRUZ CHICA," Camino la, 9 , Urb. SAN ISIDRO CRUZ CHICA , Breña Alta , La Palma, Santa Cruz de Tenerife ","Camino la, 9",,"La Palma, Santa Cruz de Tenerife",1800,250,2019-04-14,este,250000,0,4,1,0,1,
"Casa con terreno en el muncipio de Breña Alta, tiene 259 metros cuadrados de vivienda, ademas de barbacoa, garaje, zona con varios árboles frutales. Consta de tres habitaciones, un baño y un aseo. La propiedad está completamente amueblada y lista para entrar a vivir.,La finca esta totalmente vallada en su perímetro, en una zona rural y muy tranquila y cerca de Santa Cruz de La Palma, Los Llanos de Aridane y el puerto y aeropuerto. Zona inmejorable para personas que deseen el descanso, la tranquilidad y la naturaleza.",más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,no indicado,1 planta,plaza de garaje incluida en el precio,1,,,82687204, Casa o chalet independiente,,,Breña Alta,"Camino el Pino, 29"," Camino el Pino, 29 , Breña Alta , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",2200,250,2019-04-14,este,160000,0,3,1,0,1,
"Duplex, bien ubicado, zona tranquila, cerca del barco de la virgen y de la nueva playa.",Anuncio actualizado el 20 de enero,0,0,2,0,0,segunda mano/para reformar,2000,no indicado,2 plantas,,1,,no dispone de calefacción,83737734, Casa o chalet independiente,,,Santa Cruz de la Palma,"Calle Jameos, 31"," Calle Jameos, 31 , Santa Cruz de la Palma , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",110,,2019-04-14,,110000,1,4,0,0,1,
,Anuncio actualizado el 25 de febrero,0,0,1,0,0,segunda mano/buen estado,,,,plaza de garaje incluida en el precio,0,,,84304593, Casa o chalet independiente,,,Breña Alta,"Calle general san isidro, 242"," Calle general san isidro, 242 , Breña Alta , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",123,,2019-04-14,,150000,0,3,1,0,1,
Agua propia. Dentro del terreno tiene apartamento de 60 m2.,Anuncio actualizado el 13 de diciembre,0,0,1,0,0,segunda mano/buen estado,,no indicado,,,0,,,83569865, Casa terrera,,,Los Llanos de Aridane,"Camino los Palomares, 76"," Camino los Palomares, 76 , Los Llanos de Aridane , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",1270,,2019-04-14,,150000,0,2,0,0,0,
Solarium privado.,Anuncio actualizado el 28 de febrero,0,0,2,0,0,segunda mano/buen estado,,no indicado,bajo exterior,plaza de garaje incluida en el precio,0,,,84484135,Piso,,1,Breña Alta,"Calle Taguasco, 19"," Calle Taguasco, 19 , Breña Alta , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",90,,2019-04-14,,96000,0,3,1,0,1,
,Anuncio actualizado el 12 de marzo,0,0,1,0,0,segunda mano/buen estado,,no indicado,planta 1ª exterior,,0,,,84619016,Piso,,0,Santa Cruz de la Palma,"Calle Izcagua, 2"," Calle Izcagua, 2 , Santa Cruz de la Palma , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",90,,2019-04-14,,60000,0,3,0,0,0,
,Anuncio actualizado el 15 de marzo,0,0,1,0,0,segunda mano/buen estado,,no indicado,2 plantas,,0,,,84680894, Casa o chalet independiente,,,Breña Alta,"Calle el Llanito, 11"," Calle el Llanito, 11 , Breña Alta , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",70,,2019-04-14,,75000,0,2,0,0,0,
,Anuncio actualizado el 15 de marzo,0,0,1,0,0,segunda mano/para reformar,,no indicado,1 planta,,0,,,84681426, Casa o chalet independiente,,,Villa de Mazo,"Camino el Linar, 105"," Camino el Linar, 105 , Villa de Mazo , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",90,,2019-04-14,,95000,0,3,0,0,1,
,Anuncio actualizado el 27 de marzo,0,0,2,0,0,segunda mano/buen estado,,no indicado,planta 1ª exterior,,0,,,84833700,Piso,,1,Los Llanos de Aridane,"Avenida Tanausú, 24"," Avenida Tanausú, 24 , Los Llanos de Aridane , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",85,,2019-04-14,,120000,0,2,0,0,0,
,Anuncio actualizado el 30 de marzo,0,0,1,0,0,segunda mano/buen estado,,,planta 8ª,,0,,,83337025,Piso,,1,Santa Cruz de la Palma,Avenida el Puente," Avenida el Puente , Santa Cruz de la Palma , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",70,,2019-04-14,,78000,0,1,0,0,0,
,Anuncio actualizado el 4 de abril,0,0,2,0,0,segunda mano/buen estado,,no indicado,2 plantas,,0,,,84941108, Casa terrera,,,Los Llanos de Aridane,"Carretera Puerto Naos A, 250"," Carretera Puerto Naos A, 250 , Los Llanos de Aridane , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",300,,2019-04-14,,250000,0,6,1,0,1,
"¡Fantástica oportunidad en el Municipio de Breña Alta! se vende piso muy cerca del Parque de los Álamos. Está totalmente adaptado para personas con movilidad reducida. Consta de tres habitaciones, dos baños, cocina y salón amplios, despensa, patio y zona de aparcamiento además de dos plazas de garaje y trastero. La azotea es exclusiva del piso. Luminoso y acogedor.,¡NO PIERDAS ESTA OCASIÓN Y VEN A VISITARLO!",Anuncio actualizado el 2 de abril,0,0,2,0,0,,,en trámite,bajo exterior,,0,,,40402981,Piso,,,Breña Alta,," , Breña Alta , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",73,,2019-04-14,,105000,1,3,1,0,0,
"Inmueble de 70 m² con 2 habitaciones ubicado en Garafía (Santa Cruz de Tenerife). Casa en venta en Barlovento, orientada al sur. Se distribuye en salón, cocina amueblada, 2 dormitorios y un cuarto de baño. Dispone de estructura de hormigón armado.",Anuncio actualizado el 1 de abril,0,0,1,0,0,,,,,,0,,,84422626,Piso,,,Garafia,," , Garafia , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",70,,2019-04-14,,40900,0,2,0,0,0,
"Piso con terraza, en el barrio Curva Herradura. Situado entre Tazacorte y el Puerto, en zona residencial con amplias y bonitas vistas naturales.",Anuncio actualizado el 3 de abril,0,0,2,0,0,,,,bajo exterior,,0,,,31879259,Estudio,,0,Tazacorte,," , Tazacorte , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",86,,2019-04-14,,34400,0,sin habitación,0,0,1,
"Casa independiente en Barlovento en la zona centro con 70 metros de superficie. Cuenta con 2 habitaciones, un baño, cocina y sala de estar. Propiedad bien ubicada con servicios al alcance como son: paradas de buses y taxis, gasolineras, supermercados, colegios, farmacias entre otros muchos más., No lo dude y contacte con nosotros para solicitar más información., , PRECIO DE VENTA: 40.900 €, ,PROPIEDAD GESTIONADA POR VIVIENDAS CANARIAS.",Anuncio actualizado el 23 de marzo,0,0,1,0,0,segunda mano/buen estado,,,,,0,,,38525931, Casa o chalet,,,Barlovento,," , Barlovento , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",70,,2019-04-14,,40900,0,2,0,0,0,
,Anuncio actualizado el 26 de marzo,0,0,2,0,0,segunda mano/buen estado,2005,no indicado,planta 3ª exterior,,0,,,323793,Piso,,1,Santa Cruz de la Palma,"Calle Pintor Francisco Concepción, 6"," Calle Pintor Francisco Concepción, 6 , Santa Cruz de la Palma , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",100,88,2019-04-14,este,125000,1,3,0,0,0,
,Anuncio actualizado el 27 de enero,0,0,1,0,0,segunda mano/buen estado,,no indicado,,,0,,,37121943, Casa terrera,,,Puntallana,"Calle la Lomada, 25"," Calle la Lomada, 25 , Puntallana , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",70,,2019-04-14,,130000,0,2,0,0,0,
,Anuncio actualizado el 15 de marzo,0,0,1,0,0,segunda mano/buen estado,1988,,1 planta,,0,,,31352657, Casa terrera,,,San Andrés y Sauces,," , San Andrés y Sauces , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",79,77,2019-04-14,norte,80000,0,3,1,0,0,
"Piso en buen estado, buenas vistas, zona tranquila, a pocos km de playa y aeropuerto.",Anuncio actualizado el 3 de febrero,0,0,2,0,0,segunda mano/buen estado,,,planta 2ª exterior,plaza de garaje incluida en el precio,0,,,36330436,Piso,,1,Breña Baja,"Camino de Vista Alegre, 144"," Camino de Vista Alegre, 144 , Breña Baja , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",82,73,2019-04-14,,130000,1,3,1,0,1,
"Excelente casa de campo en un entorno idílico. 3000 metros cuadrados de finca con árboles frutales y vallada en su totalidad, con acceso directo desde la carretera, garaje totalmente independiente a la vivienda de 45 mts cuadrados aproximadamente y una vivienda de 50 mts cuadrados. Para más información y fotos contacten por teléfono o correo electrónico.",Anuncio actualizado el 10 de marzo,0,0,1,0,0,segunda mano/buen estado,,no indicado,,plaza de garaje incluida en el precio,0,,,83378958, Finca rústica,,,Breña Alta,LP-301 s/n," LP-301 s/n , Breña Alta , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",3000,,2019-04-14,este,200000,0,2,1,0,0,
"Dos casas terreras con huerta común,,La nº 39, tiene 2 plantas, 5 habitaciones, 1 baño.,La nº 41, tiene 3 habitaciones, 1 baño.",Anuncio actualizado el 5 de diciembre,0,0,1,0,0,segunda mano/para reformar,,no indicado,2 plantas,,0,,,37858130, Casa terrera,,,Los Llanos de Aridane,"Calle Retamar, 39 y 41"," Calle Retamar, 39 y 41 , Los Llanos de Aridane , La Palma, Santa Cruz de Tenerife ",,,"La Palma, Santa Cruz de Tenerife",1781,,2019-04-14,sur,290000,0,5,1,0,1,
