ad_description,ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,condition,construct_date,energetic_certif,floor,garage,garden,ground_size,heating,house_id,house_type,kitchen,lift,loc_city,loc_district,loc_full,loc_neigh,loc_street,loc_zone,m2_real,m2_useful,obtention_date,orientation,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,unfurnished
,más de 5 meses sin actualizar,0,0,4,0,0,segunda mano/buen estado,,no indicado,,plaza de garaje incluida en el precio,0,,,31833729, Casa o chalet independiente,,,Gelida,"urbanització martivell polígon 1, 15"," urbanització martivell polígon 1, 15 , Gelida , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",300,,2019-04-12,,500000,0,5,1,1,0,
,más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,en trámite,,plaza de garaje incluida en el precio,0,,,29568976, Casa o chalet independiente,,,Mediona,"Calle Cadí, 1682"," Calle Cadí, 1682 , Mediona , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",180,,2019-04-12,,185000,0,4,0,0,0,
"Estupenda casita de madera ubicada en plena naturaleza, la zona es muy tranquila.,Servicios agua y luz solar con placas y generador.",más de 5 meses sin actualizar,0,0,2,1,0,segunda mano/buen estado,,inmueble exento,1 planta,,0,,,28095621, Casa o chalet independiente,,,Pontons,Urb. la rimbalda," Calle 6, 198 , Urb. la rimbalda , Pontons , Alt Penedès, Barcelona ","Calle 6, 198",,"Alt Penedès, Barcelona",520,,2019-04-12,,65000,0,2,0,0,1,
"preciosa casa en lavern al lado del colegio, zona tranquila, cuatro vientos, 2plantas garaje, barbacoa, buenas vistas.",más de 5 meses sin actualizar,1,1,2,1,0,segunda mano/buen estado,,no indicado,2 plantas,plaza de garaje incluida en el precio,1,,,82091122, Casa o chalet independiente,,,Subirats,"Calle del Bosc, 38"," Calle del Bosc, 38 , Subirats , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",480,230,2019-04-12,sur,270000,0,3,1,0,1,
"Tiene calefación con caldera de gasoil. Piscina de 10 mts por 4,5 mts, con zona y chorros de hidromasaje. 100 mts de cesped artificial alrededor de la piscina. Un patio de 400 mts cuadrados en la parte posterior, y unos 80 mts en la entrada.",más de 5 meses sin actualizar,0,0,2,1,0,segunda mano/buen estado,,en trámite,3 plantas,plaza de garaje incluida en el precio,1,,,82125040, Casa o chalet independiente,,,Olèrdola,"Calle de Canyelles, 51"," Calle de Canyelles, 51 , Olèrdola , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",750,200,2019-04-12,este,250000,0,5,1,1,1,
VENTA de casa adosada en LES CABANYES en zona tranquila facil aparcamiento zona de juegos a 3 km de vilafranca del penedes. 4 dormitorios 2 baños completos y aseo en la planta inferior. Garage concapacidad para un vehiculo Patio de 50m con barbaco de obra Bien conservada Precio 200000€.,más de 5 meses sin actualizar,0,0,3,0,0,segunda mano/buen estado,,,1 planta,plaza de garaje incluida en el precio,1,,,36699203, Chalet adosado,,,Les Cabanyes,"Plaza del Penedès, 4"," Plaza del Penedès, 4 , Les Cabanyes , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",180,,2019-04-12,,195000,0,4,1,0,0,
"El inmueble está situado a 2 minutos del centro. Está muy aislado de las bajas temperaturas. La carpinteria exterior es de aluminio blanco. la terraza exterior tiene 66.98m2 y una interior de 15m2 cubierta. habitación principal con baño y bañera de hidromasaje. caja fuerte. ideal para familias., distribución:, terraza descubierta de 67 m2,4 vecinos en el edificio.",más de 5 meses sin actualizar,1,0,2,1,0,segunda mano/buen estado,,no indicado,planta 1ª exterior,plaza de garaje incluida en el precio,0,,,1589965,Piso,,1,Vilafranca del Penedès,Distrito Sant Julià," Calle Progres, 12 , Distrito Sant Julià , Vilafranca del Penedès , Alt Penedès, Barcelona ","Calle Progres, 12",,"Alt Penedès, Barcelona",115,101,2019-04-12,"sur, oeste",260000,0,4,0,0,1,
"Incluye dos plazas de parking.,140000 totalmente amueblado y con una plaza de parking.,130000 totalmente amueblado y sin parking.",más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,no indicado,planta 1ª exterior,plaza de garaje incluida en el precio,0,,,26747480,Piso,,1,Sant Martí Sarroca,"Rambla de Catalunya, 1"," Rambla de Catalunya, 1 , Sant Martí Sarroca , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",114,96,2019-04-12,,150000,0,3,0,0,0,
"En venta precioso piso de 2 habitaciones en les clotes completamente amueblado.,Ascensor, puerta blindada.,Aire acondicionado con trastero.",más de 5 meses sin actualizar,1,0,1,0,0,segunda mano/buen estado,,,planta 1ª exterior,,0,,,37839801,Piso,,1,Vilafranca del Penedès,Distrito Les Clotes," Calle de Sant Jaume, 11 , Distrito Les Clotes , Vilafranca del Penedès , Alt Penedès, Barcelona ","Calle de Sant Jaume, 11",,"Alt Penedès, Barcelona",70,65,2019-04-12,"norte, sur",90000,0,2,1,0,1,
Se vende duplex en muy buen estado.,más de 5 meses sin actualizar,0,1,2,0,0,segunda mano/buen estado,,en trámite,bajo exterior,,0,,calefacción individual: eléctrica,82193315,Dúplex,,0,Puigdàlber,"Calle Diputació, 22"," Calle Diputació, 22 , Puigdàlber , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",86,,2019-04-12,,184000,0,3,1,0,1,
,más de 5 meses sin actualizar,0,0,1,1,0,segunda mano/para reformar,,en trámite,planta 4ª exterior,,0,,,29485790,Piso,,1,Vilafranca del Penedès,Distrito Les Clotes," Calle de Font-Rubí, 6 , Distrito Les Clotes , Vilafranca del Penedès , Alt Penedès, Barcelona ","Calle de Font-Rubí, 6",,"Alt Penedès, Barcelona",72,,2019-04-12,,86500,0,3,0,0,0,
,más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,no indicado,2 plantas,,0,,,35717962, Chalet adosado,,,Sant Llorenç d'Hortons,"Calle la Beguda Baixa, 38"," Calle la Beguda Baixa, 38 , Sant Llorenç d'Hortons , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",500,,2019-04-12,,250000,0,4,1,0,1,
,más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,no indicado,planta 1ª exterior,plaza de garaje incluida en el precio,0,,,36290566,Piso,,0,Mediona,"Calle Pompeu Fabra, 2"," Calle Pompeu Fabra, 2 , Mediona , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",100,,2019-04-12,,110000,0,4,1,0,0,
,más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,no indicado,2 plantas,plaza de garaje incluida en el precio,0,,,37314662, Casa o chalet independiente,,,Torrelles de Foix,"Calle Gira-Sol, 11"," Calle Gira-Sol, 11 , Torrelles de Foix , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",1425,,2019-04-12,,180000,0,7,1,0,0,
,más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,no indicado,planta 2ª exterior,plaza de garaje incluida en el precio,0,,,30437527,Dúplex,,1,Sant Martí Sarroca,"Avenida del Castell, 1"," Avenida del Castell, 1 , Sant Martí Sarroca , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",100,,2019-04-12,,130000,0,2,0,0,0,
,más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,en trámite,,,0,,,38941995, Casa o chalet independiente,,,Mediona,Urb. Sant Elies," C 17, 262 , Urb. Sant Elies , Mediona , Alt Penedès, Barcelona ","C 17, 262",,"Alt Penedès, Barcelona",2200,,2019-04-12,,110000,0,2,0,0,0,
,más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,,planta 2ª exterior,,0,,,39198134,Piso,,1,Sant Martí Sarroca,"Rambla de Catalunya, 12"," Rambla de Catalunya, 12 , Sant Martí Sarroca , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",62,61,2019-04-12,,81850,0,3,0,0,0,
,más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,no indicado,planta 1ª exterior,,0,,,82326168,Piso,,1,Torrelavit,"Calle Puigcugul, 11"," Calle Puigcugul, 11 , Torrelavit , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",82,,2019-04-12,,165000,0,3,0,0,0,
,más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,no indicado,bajo exterior,plaza de garaje incluida en el precio,0,,,82392157,Piso,,1,Vilafranca del Penedès,Distrito La Girada," Avenida de Lluís Companys, 38 , Distrito La Girada , Vilafranca del Penedès , Alt Penedès, Barcelona ","Avenida de Lluís Companys, 38",,"Alt Penedès, Barcelona",114,,2019-04-12,,200000,0,4,0,0,0,
"Ático dúplex. 10 años de,antigüedad, 2 habitaciones, 1 estudio, 2 baños, ,cocina y comedor. El piso tiene dos plantas de 70 y ,36 m2 construidos aprox. (sin contar terrazas). Tiene ,un balcón en la primera planta con salida en ,comedor y cocina y una terraza de 16 m2 en planta ,superior. plaza de parking opcional. , distribución:, terraza descubierta de 16 m2, 9 vecinos en el edificio, la casa dispone de:,portero automático.",más de 5 meses sin actualizar,1,1,2,1,0,segunda mano/buen estado,,no indicado,planta 2ª exterior,,0,,,1812711,Dúplex,,1,Sant Martí Sarroca,"Avenida del Castell, 7"," Avenida del Castell, 7 , Sant Martí Sarroca , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",115,100,2019-04-12,,199000,0,3,0,0,1,
"baño y cocina reformados recientemente, lo dejamos amueblado con muebles nuevos. ven a verlo, te enamorarás seguro., distribución:, terraza descubierta de 56 m2, 3 vecinos en el edificio, la casa dispone de:,portero automático",más de 5 meses sin actualizar,1,0,1,0,0,segunda mano/buen estado,,no indicado,planta 10ª exterior,,0,,,1845905,Ático,,1,Sant Pere de Riudebitlles,"Carretera Bp-2151, 25"," Carretera Bp-2151, 25 , Sant Pere de Riudebitlles , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",72,,2019-04-12,este,117000,0,2,0,0,1,
"Puedes vivir en tu casa. Piscina 10x4, 5, jardin 200 m2, bodega vinos y cisterna agua riego. Garage 3 coches, 5 habitaciones 2 con terraza y vestidor. Gimnasio 45 mt2, puedes cultivar tus propias hortalizas. Espacio para perros. Orientación sur. Excelentes condiciones de pago a convenir.",más de 5 meses sin actualizar,0,0,3,1,0,segunda mano/buen estado,,,2 plantas,plaza de garaje incluida en el precio,1,,,1852196, Casa o chalet independiente,,,Olèrdola,"Calle Príncep d´Olèrdola, 5"," Calle Príncep d´Olèrdola, 5 , Olèrdola , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",732,179,2019-04-12,"sur, este",350000,0,5,1,1,1,
"Opcion cambio por terreno, mas diferencia., distribución:, terraza descubierta de 50 m2, terraza adicional descubierta de 50 m2, la casa dispone de:,dos terrazas.",más de 5 meses sin actualizar,1,1,2,1,0,segunda mano/buen estado,,no indicado,planta 1ª exterior,,0,,,393376,Dúplex,,0,Vilafranca del Penedès,Distrito Centre Vila," Calle Puigmolto, 11 , Distrito Centre Vila , Vilafranca del Penedès , Alt Penedès, Barcelona ","Calle Puigmolto, 11",,"Alt Penedès, Barcelona",270,265,2019-04-12,,345000,0,7,1,0,1,
Casa amueblada para entrar a vivir de 100 m2 en terreno ajardinado de 700 m2 + 400 m2 de huerto con árboles frutales. Zona muy tranquila a 15Km de Vilafranca del Penedès y 5 Km de Capellades.,más de 5 meses sin actualizar,0,0,1,1,1,segunda mano/buen estado,,en trámite,,plaza de garaje incluida en el precio,0,,,25057919, Finca rústica,,,Mediona,Urb. La Font del Bosc," Calle del Fluvià, 1452 , Urb. La Font del Bosc , Mediona , Alt Penedès, Barcelona ","Calle del Fluvià, 1452",,"Alt Penedès, Barcelona",1100,100,2019-04-12,este,145000,0,3,1,0,0,
"calefacción, tendedero.",más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,no indicado,planta 2ª exterior,plaza de garaje incluida en el precio,0,,,32918998,Piso,,1,Torrelles de Foix,carrera pontons s/n," carrera pontons s/n , Torrelles de Foix , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",91,82,2019-04-12,,100000,0,3,1,0,1,
"Oprtunidad. piso totalmente reformado. Dispone de 3 habitaciones, cocina y baño totalmente equipados, gran salón comedor, parquet, ventanas de aluminio y muchos detalles mas. Informate sin compromiso. 722137362.",más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,,bajo interior,,0,,,33643604,Piso,,0,Vilafranca del Penedès,Distrito Les Clotes," Calle de ferran, 23 , Urb. Carrer ferran , Distrito Les Clotes , Vilafranca del Penedès , Alt Penedès, Barcelona ",Urb. Carrer ferran,"Calle de ferran, 23","Alt Penedès, Barcelona",80,70,2019-04-12,norte,95000,0,3,1,0,1,
"Casa reformada de 3 plantas (Bajos + 2). Casa muy céntrica y muy soleada. Parcela de 1048 m2, con zona de huerto, cobertizo y ¡pozo! . Casa muy grande, mejor verla.",más de 5 meses sin actualizar,0,0,1,0,1,segunda mano/buen estado,,en trámite,3 plantas,plaza de garaje incluida en el precio,1,,,34714436, Casa de pueblo,,,Subirats,"Passatge de la Font, 1"," Passatge de la Font, 1 , Subirats , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",1048,,2019-04-12,sur,170000,0,1,1,0,1,
"Parcela en urb la rimbalda Pontons 700 metros con vivienda prefabricada en dos niveles cocina Office con zona de comer 2 hab lavabo, ducha, comedor grande con chimenea agua corriente y luz por placas solares totalmente amueblada ideal para vacaciones o fines de semana casa en entorno natural.",más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,no indicado,1 planta,,1,,,35458400, Casa o chalet independiente,,,Pontons,Urb. La rimbalda," Calle 6, 198 , Urb. La rimbalda , Pontons , Alt Penedès, Barcelona ","Calle 6, 198",,"Alt Penedès, Barcelona",700,65,2019-04-12,,65000,0,2,0,0,1,
"Piso planta baja en zona céntrica muy tranquila y bien conectada ( 5 min. estación de tren y de las salidas de la ciudad ) El piso es muy cómodo y practico, tiene 90m3 de vivienda y otros 20 de patio terraza. La cocina se reformó entera hace muy poco. Posibilidad de parking en la misma finca.",más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,,bajo exterior,,0,,,36773989,Piso,,1,Vilafranca del Penedès,Distrito Barceloneta - Molí d'En Rovira," Calle del General Zurbano, 36 , Distrito Barceloneta - Molí d'En Rovira , Vilafranca del Penedès , Alt Penedès, Barcelona ","Calle del General Zurbano, 36",,"Alt Penedès, Barcelona",110,90,2019-04-12,norte,138000,0,4,1,0,0,
"Mediona, Mediona / Carrer Avet, 200 m2, 280 m2 terreno, 4 habitaciones, 1 baños, muy buen estado, armarios, calefacción, garaje, jardín, terraza, trastero, Patio, Amueblado, Horno, Balcón, 180000 eur. , Cavet n; 16 la font del bosc. Mediona.",más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,no indicado,2 plantas,plaza de garaje incluida en el precio,1,,,37315941, Casa o chalet independiente,,,Mediona,"Calle Avet, 16"," Calle Avet, 16 , Mediona , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",200,,2019-04-12,,165000,0,4,1,0,1,
"Amplio salón con acceso a gran terraza con magníficas vistas al penedés, 2 habitaciones dobles y 2 habitaciones individuales grandes, armarios empotrados en 3 de las habitaciones y en la entrada. Amplia cocina independiente con acceso a la segunda terraza exterior. Todas las habitaciones, lavabo grande, salón y cocina disfrutan de luz natural. Precio negociable. No dude en verlo.",más de 5 meses sin actualizar,0,1,2,1,0,segunda mano/buen estado,,no indicado,planta 3ª exterior,,0,,,37575290,Piso,,1,Sant Pere de Riudebitlles,"Carretera La, 25"," Carretera La, 25 , Sant Pere de Riudebitlles , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",146,,2019-04-12,,149000,0,4,0,0,1,
"Piso en perfecto estado, acabados de 1ª calidad: suelos mármol, puertas roble, armarios empotrados, aire y calefacción por bomba de calor de bajo consumo, hab de 11, 10 y 8m, 2 baños comp, comedor 22m, cocina 10m, balcón 6m, en el edificio alquilan plazas de parking. Muy bien situado: Poble Nou: Cerca centro, autobuses, renfe, aP7 y N-340.",más de 5 meses sin actualizar,1,0,2,1,0,segunda mano/buen estado,,no indicado,planta 2ª exterior,,0,,,1616126,Piso,,1,Vilafranca del Penedès,Distrito Poble Nou," Calle Menéndez Pelayo, 7 , Distrito Poble Nou , Vilafranca del Penedès , Alt Penedès, Barcelona ","Calle Menéndez Pelayo, 7",,"Alt Penedès, Barcelona",90,80,2019-04-12,este,198000,0,3,1,0,1,
"60m2 patio, gran comedor, parquet en segunda planta, habitacion matrimonio con baño.",más de 5 meses sin actualizar,0,1,3,0,0,segunda mano/buen estado,,no indicado,2 plantas,plaza de garaje incluida en el precio,0,,,81156236, Chalet adosado,,,Olèrdola,"Calle de Mila I Fontanals, 25"," Calle de Mila I Fontanals, 25 , Olèrdola , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",200,,2019-04-12,,310000,0,4,1,0,1,
,más de 5 meses sin actualizar,1,1,2,1,0,segunda mano/buen estado,2000,no indicado,planta 1ª exterior,plaza de garaje por 6.000 eur adicionales,0,,,40221876,Piso,,1,Sant Sadurní d'Anoia,"Calle Rosa Sensat, 5"," Calle Rosa Sensat, 5 , Sant Sadurní d'Anoia , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",112,95,2019-04-12,"este, oeste",175000,1,3,1,0,0,
"Casa de dos plantas, dos viviendas totalmente independientes, en urbanización tranquila, parcela de 615 metros cuadrados, garaje anexo a la casa.",más de 5 meses sin actualizar,0,1,2,0,1,segunda mano/buen estado,1977,no indicado,2 plantas,plaza de garaje incluida en el precio,0,,,82128609, Torre,,,Subirats,Urb. can Rosell," Calle de les perdius, 3 , Urb. can Rosell , Subirats , Alt Penedès, Barcelona ","Calle de les perdius, 3",,"Alt Penedès, Barcelona",615,175,2019-04-12,sur,165000,1,6,0,0,1,
"Vistas frontales a Montserrat y traseras a la montaña. Zona tranquila. A 30 minutos de Barcelona. A 300 metros del pueblo, Gelida.",más de 5 meses sin actualizar,0,0,2,1,0,segunda mano/buen estado,,,3 plantas,plaza de garaje incluida en el precio,0,,,28628756, Casa o chalet independiente,,,Gelida,"Carretera Corbera, 49"," Carretera Corbera, 49 , Gelida , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",840,321,2019-04-12,,350000,0,4,1,0,1,
"108 m2 cada planta. + Jardin, y patio para piscina, garaje, 4 habitaciones, 2 labavos, 1 comedor, 1 cocina, escaleras, rampa..",más de 5 meses sin actualizar,0,0,3,1,0,segunda mano/buen estado,,no indicado,2 plantas,plaza de garaje incluida en el precio,1,,,29947241, Casa de pueblo,,,Mediona,"Calle Avet, 19 -25"," Calle Avet, 19 -25 , Mediona , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",216,,2019-04-12,,150000,0,8,1,1,1,
"En Sant Joan de Mediona. Todas las habiraciones exteriores. Luz natural y buenas vistas. Ventanas de aluminio. Armarios empotrados. Caldera, vitro, horno y campana extractora recien instalados. Garaje y bodega. Estufa de lena JOTUL en el comedor-salón. Jardín my tranquilo en la parte trasera de la casa. Calle tranquila sin salida. A 300 m del centro del pueblo.",más de 5 meses sin actualizar,0,0,3,1,0,segunda mano/buen estado,2004,no indicado,2 plantas,plaza de garaje incluida en el precio,1,,,36881437, Chalet adosado,,,Mediona,"Passatge Escoles, 11"," Passatge Escoles, 11 , Mediona , Alt Penedès, Barcelona ",,,"Alt Penedès, Barcelona",190,,2019-04-12,oeste,175000,0,5,0,0,1,
"Pis de 120 m2 construïts i 110 m2 útils, molt lluminós, amb 4 habitacions, 2 banys reformats, menjador de 28 m2, cuina-office, galeria amb safareig i espai per rentadora i secadora. Tot exterior. Disposa d´aire condicionat i calefacció a gas, cuina d´inducció nova, balcó exterior. Dues places de pàrquing incloses. Escala de 5 veïns en una zona molt tranquil,la, a prop del mercat, supermercat, instituts, parada de bus.",más de 5 meses sin actualizar,1,0,2,0,0,segunda mano/buen estado,,,planta 2ª exterior,plaza de garaje incluida en el precio,0,,,37327904,Piso,,1,Vilafranca del Penedès,Distrito Sant Julià," Calle de Francesc Macià, 10 , Distrito Sant Julià , Vilafranca del Penedès , Alt Penedès, Barcelona ","Calle de Francesc Macià, 10",,"Alt Penedès, Barcelona",120,110,2019-04-12,sur,205750,0,4,0,0,0,
"semiamueblado y con piscina privada, la casa dispone de:,suelo del baño de grés",más de 5 meses sin actualizar,1,0,4,1,0,segunda mano/buen estado,,no indicado,4 plantas,plaza de garaje incluida en el precio,1,,,418376, Casa o chalet independiente,,,Gelida,Urb. martivell," Calle Bona Festa, 10 , Urb. martivell , Gelida , Alt Penedès, Barcelona ","Calle Bona Festa, 10",,"Alt Penedès, Barcelona",360,,2019-04-12,"norte, sur",675000,0,5,1,1,1,
